Sample,Safety perception (y),Gender,Maritial status,Age,Educational level,Monthly house hold income,Vehicle ownership,Purpose of using the crossing,How much time do you typically wait at the zebra crossing,Are you aware of zebra crossing signs,Did you ever crossed road without using a zebra crossing,Should pedestrians attend road safety educational programmes,Have you done any road safety educational programme?,Safety at the crossing Prefrence,Pedestrian carelessness.,Driver inattentiveness,Pedestrian unawareness,Aggressive driver behaviour,Faded road signs.,Peak hour increases pedestrian accidents.,Fast moving vehicle increases pedestrian accidents.,Driver should always allow pedestrians to enter the intersection.,Strict application of law on vehicles makes you safe at zebra crossing.,Rumble strips and cat eyes before zebra crossing,Presence of a mid block,three dimesional,Refuge Island at a median,Curb Extension with raised zebra crossing,Non  skid footpath tiles,Sign board at 20 to 100 meters
937,1,1,0,2,5,2,0,3,1,3,3,2,1,1,4,3,3,2,3,4,3,2,4,2,3,3,4,3,2,4
938,3,0,0,2,5,2,0,3,1,4,4,2,0,4,4,3,4,3,4,4,3,3,4,2,3,3,4,3,2,4
939,2,0,0,2,3,1,0,3,1,3,3,2,1,3,3,2,1,3,4,4,3,4,5,2,3,4,2,4,4,3
940,2,1,0,2,1,2,0,3,1,3,2,2,1,1,5,4,3,2,3,4,3,2,4,2,3,4,2,1,2,1
941,2,0,0,2,4,2,1,3,1,3,2,2,0,1,2,2,3,2,2,4,4,3,2,2,3,4,3,4,3,4
942,2,1,0,2,5,2,0,1,1,3,2,3,1,1,3,1,3,2,2,3,4,3,4,2,3,2,3,2,4,3
943,2,0,0,1,3,1,0,1,1,3,3,4,0,4,2,3,2,3,1,4,3,2,3,4,2,4,5,2,4,4
944,2,0,0,2,1,1,1,4,1,4,2,2,1,1,5,4,3,4,2,4,3,2,4,2,3,2,4,5,4,3
945,1,0,1,2,5,2,1,4,1,3,3,2,1,1,4,3,4,3,4,4,3,1,2,2,3,2,3,2,1,3
946,4,1,1,2,5,2,1,1,1,3,4,2,1,4,2,4,3,2,4,4,3,2,4,2,3,2,1,2,3,4
947,2,0,0,2,5,2,1,4,1,2,2,2,1,1,5,4,3,4,3,3,4,3,4,3,4,3,2,3,4,4
948,3,1,1,2,3,1,1,5,1,2,3,3,1,1,4,3,2,4,1,4,3,2,3,3,2,4,2,3,4,5
949,2,0,1,2,5,2,1,4,1,3,3,2,1,3,5,4,3,4,3,3,2,3,2,1,2,3,2,3,4,3
950,1,0,0,2,3,2,1,4,1,4,2,2,0,4,5,4,4,3,4,4,3,2,4,2,3,4,3,5,3,5
951,3,0,1,2,3,2,0,4,3,3,4,4,1,1,3,1,1,2,1,2,1,3,5,3,5,4,5,4,5,4
952,3,0,1,2,2,2,2,3,3,4,2,3,1,1,3,2,1,1,1,3,1,4,5,4,3,5,5,4,5,5
953,3,0,0,2,4,2,0,3,3,3,1,4,1,1,2,2,1,2,1,3,2,5,4,3,5,5,4,5,4,5
954,3,0,1,2,1,2,0,3,2,5,2,3,1,1,3,1,2,1,2,1,2,5,3,5,5,5,5,5,4,5
955,3,0,0,2,5,1,0,4,3,4,2,4,1,1,3,2,1,1,1,1,3,5,4,5,4,5,5,5,5,5
956,4,0,0,1,2,1,0,3,3,3,4,3,1,1,3,1,2,1,2,2,1,4,5,3,5,4,5,3,5,4
957,4,1,1,2,2,2,0,3,2,4,2,3,1,1,3,1,1,1,2,1,1,4,5,5,5,4,5,5,4,5
958,4,1,1,2,2,2,0,4,4,4,4,4,1,1,1,3,2,1,1,2,3,5,5,5,3,5,5,5,5,4
959,3,0,0,2,2,2,0,4,2,5,3,4,1,1,2,1,2,1,2,2,1,3,4,4,5,4,5,3,5,4
960,4,1,1,2,2,2,1,4,5,4,1,4,1,1,3,2,1,2,2,2,1,4,5,4,5,4,5,5,5,4
961,3,1,0,1,3,2,1,4,3,4,2,3,1,1,2,1,1,2,1,3,1,4,5,3,5,5,5,5,5,4
962,3,0,1,2,3,2,2,3,2,5,5,3,1,1,3,1,1,2,1,2,1,4,5,5,5,3,5,5,4,5
963,3,0,0,1,2,1,1,4,4,3,2,3,1,1,3,2,1,2,3,2,1,5,5,4,5,4,3,5,4,5
964,4,1,1,3,4,2,0,3,4,3,4,3,1,1,3,1,1,2,1,2,1,5,4,4,5,3,5,4,5,5
965,3,1,1,2,2,2,0,4,4,4,2,4,1,1,3,2,2,1,1,1,2,4,3,5,5,4,5,4,1,5
966,3,0,0,2,2,1,0,4,2,4,2,4,1,1,3,2,2,2,1,3,1,4,5,4,5,5,4,5,4,5
967,3,0,0,3,2,1,1,4,2,2,2,3,1,1,3,2,2,3,1,1,1,4,5,5,4,5,5,5,4,5
968,2,1,1,2,2,2,1,4,3,3,3,3,1,1,1,1,2,1,1,1,1,4,5,4,5,5,4,5,5,5
969,3,1,1,2,1,1,0,3,3,4,4,3,1,1,2,1,1,2,1,3,1,5,4,4,5,5,5,5,4,5
970,4,1,0,2,5,1,0,5,2,3,1,4,0,1,3,3,3,2,2,2,2,5,4,4,5,4,5,5,4,5
971,2,0,1,2,2,2,1,4,3,4,4,4,1,1,3,1,1,2,1,3,1,5,4,5,3,5,5,5,4,5
972,3,0,1,3,3,2,0,2,4,4,4,4,1,1,3,1,1,1,2,1,3,5,3,3,5,4,3,5,3,4
973,2,0,0,1,3,2,1,3,3,5,5,3,1,1,2,3,1,1,1,2,1,4,5,4,5,5,5,4,5,5
974,3,1,0,2,3,2,0,2,3,4,3,3,1,1,1,3,1,1,2,1,2,5,4,4,5,5,5,3,3,4
975,3,0,1,2,2,2,1,4,3,5,5,3,1,1,1,3,2,1,1,1,1,3,5,3,5,5,4,5,5,4
976,3,0,0,2,3,1,0,4,2,5,1,4,0,1,2,1,2,1,1,2,1,4,5,3,5,5,4,5,4,5
977,3,0,0,2,3,1,0,4,2,5,1,4,1,1,3,2,1,2,1,3,1,4,5,3,5,4,5,4,5,5
978,2,0,1,2,3,1,0,3,3,4,2,4,1,1,2,1,1,1,2,1,2,5,4,4,5,5,4,5,5,5
979,3,0,1,2,2,1,0,3,3,4,4,3,1,1,3,2,1,1,2,2,1,5,5,4,4,5,5,5,4,4
980,3,0,0,3,3,2,2,3,3,5,2,3,1,1,1,3,1,2,1,2,1,4,5,4,5,4,5,4,5,5
981,3,0,1,2,2,1,1,4,3,5,5,3,1,1,3,1,2,1,2,1,2,5,4,5,4,5,4,5,5,4
982,2,1,1,1,2,2,2,3,2,3,3,3,1,1,3,1,2,1,1,2,1,3,5,4,5,4,5,5,5,4
983,4,0,0,2,4,2,0,5,3,5,3,2,1,1,2,1,2,1,2,3,3,3,4,5,5,5,5,5,4,5
984,3,0,0,2,3,2,1,3,3,5,3,3,1,1,2,1,1,1,1,2,2,5,5,4,5,5,4,5,5,5
985,3,0,1,2,1,2,0,4,3,5,4,3,1,1,3,1,2,1,1,2,1,4,5,3,5,5,4,5,5,5
986,3,1,1,2,2,2,0,3,2,3,3,3,1,1,2,1,1,2,1,3,1,5,4,4,5,5,4,5,5,4
987,4,0,1,2,4,2,0,3,4,5,3,3,1,1,2,2,2,3,1,1,1,4,3,3,5,4,3,4,4,3
988,3,0,1,2,3,2,0,3,3,5,3,3,1,1,3,2,1,1,1,2,1,5,4,5,3,5,4,5,4,5
989,3,0,0,2,3,2,0,3,4,4,3,3,1,1,3,1,2,1,1,2,1,4,5,4,5,5,5,4,5,5
990,3,1,0,3,3,2,2,1,4,4,4,3,1,1,3,2,1,2,1,1,3,5,4,5,4,5,3,5,4,5
991,4,0,0,2,2,1,0,3,2,5,1,3,1,1,3,2,1,1,2,3,1,4,5,3,5,5,4,5,5,4
992,3,0,1,2,2,2,0,4,2,2,3,4,1,1,3,2,2,1,2,1,1,4,5,4,5,3,4,5,5,4
993,3,1,1,2,2,2,1,4,4,4,2,3,1,1,3,1,2,1,1,2,1,5,4,3,4,5,5,4,5,4
994,3,0,0,2,2,2,0,3,3,3,3,3,1,1,3,2,1,2,1,2,1,4,5,4,3,5,3,5,4,5
995,4,1,1,3,2,2,1,4,4,4,2,3,1,1,2,2,1,1,1,3,2,5,4,4,5,5,4,5,5,4
996,3,0,1,2,2,1,1,3,3,5,3,3,1,1,2,2,1,1,1,1,1,4,5,5,5,5,5,5,5,4
997,2,0,1,2,3,1,0,3,3,5,3,4,1,1,3,1,3,2,1,1,1,5,4,4,3,5,5,4,5,5
998,2,0,1,2,3,2,0,3,4,4,4,3,1,1,3,2,1,3,1,2,1,4,5,4,5,3,5,5,4,5
999,2,0,1,2,3,2,0,3,4,4,3,3,1,1,3,2,1,3,1,2,1,5,5,4,5,5,5,4,4,5
1000,3,0,0,3,3,2,0,3,4,4,3,3,0,1,3,2,1,3,1,2,2,5,5,4,5,3,5,4,5,4
1001,4,0,1,3,3,2,1,5,3,5,3,4,0,1,3,2,3,2,1,3,2,3,5,3,4,5,4,3,4,5
1002,3,0,0,2,3,1,0,5,4,4,4,4,0,4,3,2,3,1,2,2,1,4,3,4,3,5,4,3,4,5
1003,3,1,0,1,2,1,0,1,4,4,3,2,0,1,3,2,1,2,3,2,3,4,5,4,5,4,3,4,3,3
1004,3,0,1,3,2,1,0,4,4,3,3,2,0,1,3,2,3,2,1,3,2,5,4,4,5,4,3,5,4,3
1005,4,0,1,3,1,1,0,3,3,5,2,2,0,1,3,2,3,2,3,3,2,3,4,3,4,5,4,5,4,5
1006,4,0,0,2,4,2,0,3,3,5,3,4,0,1,3,2,3,2,2,3,2,3,5,3,4,5,3,4,5,4
1007,2,0,1,4,1,1,0,4,4,3,3,4,0,4,3,2,1,2,3,2,1,4,5,4,5,4,4,5,4,5
1008,2,0,1,3,2,1,0,3,4,5,3,2,0,4,3,2,1,2,3,2,1,4,3,4,5,4,4,5,4,3
1009,2,0,1,3,1,1,0,3,4,5,3,4,0,1,3,2,3,1,2,2,6,5,4,4,5,4,3,5,4,5
1010,2,0,1,3,1,1,0,3,4,3,1,3,0,4,2,3,2,1,2,3,2,3,5,3,4,5,4,3,4,5
1011,2,0,1,3,2,1,0,3,4,2,2,4,0,4,3,2,3,2,3,2,3,5,4,4,3,4,3,4,3,4
1012,4,0,1,3,2,2,0,5,3,3,2,5,0,1,3,2,3,2,3,2,3,3,5,3,4,5,4,3,4,5
1013,3,1,1,2,2,1,0,3,3,4,3,3,0,1,3,2,1,2,1,2,1,5,5,5,5,4,3,4,5,4
1014,3,1,0,2,1,2,0,3,4,3,3,4,0,1,3,2,3,2,2,2,1,4,5,4,5,4,3,4,5,4
1015,2,0,0,2,1,1,0,3,4,5,1,5,0,1,3,2,3,2,1,2,3,4,5,3,4,3,5,4,3,5
1016,3,0,1,3,1,2,0,3,4,3,2,2,0,1,3,2,3,2,1,2,3,5,4,4,5,4,3,4,5,4
1017,2,0,1,2,1,2,1,2,4,3,4,4,0,4,3,2,3,2,1,2,3,4,5,5,5,4,3,4,4,3
1018,3,0,1,2,1,2,1,2,4,5,2,2,0,1,3,2,1,2,3,2,3,4,5,4,3,4,5,4,5,4
1019,3,1,1,2,1,3,0,4,2,4,3,1,0,1,3,2,3,2,1,2,1,4,5,4,4,3,4,5,4,5
1020,2,0,1,3,3,2,0,3,4,2,3,3,1,1,3,3,3,3,3,2,3,4,4,4,3,5,4,5,3,4
1021,2,0,0,2,4,1,0,3,4,5,2,1,0,4,3,2,3,2,3,3,2,3,4,3,4,3,5,4,3,5
1022,4,0,1,3,3,1,0,4,2,3,4,2,0,1,3,2,3,1,2,2,3,5,4,4,3,5,4,3,4,5
1023,2,0,0,2,1,2,0,3,4,5,3,2,0,4,3,2,3,1,2,3,2,5,4,3,4,5,4,3,4,5
1024,2,0,1,2,4,2,1,3,4,2,4,1,0,1,3,2,3,2,3,2,3,4,5,3,4,5,4,4,5,3
1025,4,0,0,2,2,1,0,4,2,4,2,2,0,4,3,2,3,2,1,3,2,3,4,4,5,4,5,4,5,4
1026,4,0,1,3,3,1,1,5,4,5,3,2,0,1,3,2,3,2,3,2,3,5,4,4,3,4,5,3,4,5
1027,3,0,1,2,4,2,2,4,2,4,2,2,0,1,3,2,3,1,2,2,3,4,5,3,4,5,3,4,5,3
1028,4,0,1,3,3,1,1,4,2,5,2,2,0,1,3,1,2,2,3,1,2,5,5,4,4,3,3,4,5,4
1029,3,0,1,3,1,3,1,1,4,5,2,5,0,1,3,2,3,2,1,2,3,4,5,4,3,4,5,4,3,4
1030,2,0,1,3,4,3,1,2,3,5,2,1,0,1,3,2,3,3,3,3,3,4,4,3,3,4,4,3,4,5
1031,3,0,1,3,3,2,2,5,1,2,1,1,1,1,3,2,3,2,1,2,3,4,5,3,4,5,4,3,5,5
1032,2,0,1,3,3,2,0,3,4,3,2,1,0,1,3,2,3,2,3,3,1,4,3,4,3,5,4,3,4,5
1033,2,0,1,3,1,1,0,2,2,2,1,3,1,1,3,2,3,1,1,3,2,3,5,4,3,4,5,4,5,4
1034,2,0,1,3,2,1,0,3,4,4,2,2,0,1,3,2,3,2,1,3,2,5,4,4,3,5,4,3,5,4
1035,3,1,0,2,1,2,0,5,2,5,3,5,0,4,3,2,3,1,2,3,2,3,4,4,5,4,4,5,5,5
1036,4,0,1,2,1,1,1,5,2,4,2,2,0,3,3,2,3,2,3,3,2,3,5,3,4,5,4,3,4,5
1037,2,1,1,2,2,1,0,3,4,3,4,4,0,1,3,3,3,2,1,2,3,4,5,4,3,5,4,3,4,5
1038,3,0,1,3,3,1,1,1,2,5,2,5,0,3,3,2,3,2,2,2,2,4,4,3,3,3,4,4,3,3
1039,3,1,0,2,3,2,0,2,2,3,4,4,0,1,3,2,3,3,3,3,3,3,3,5,4,5,4,3,4,3
1040,2,1,1,2,2,2,1,5,4,3,2,1,1,4,3,2,3,2,3,3,3,4,3,5,4,3,4,3,4,3
1041,3,1,1,3,3,2,1,4,3,2,1,3,1,4,3,3,2,2,3,2,2,3,3,5,5,5,4,4,3,3
1042,4,0,0,2,4,1,1,5,4,4,4,4,0,4,3,2,3,1,2,2,1,4,3,5,4,3,5,4,3,4
1043,2,0,1,4,4,1,1,3,4,5,3,4,0,4,2,3,2,3,2,2,3,4,3,4,3,4,3,4,3,4
1044,2,1,0,1,2,1,0,3,4,4,2,1,0,1,3,2,3,2,1,2,3,4,4,4,3,4,4,4,4,3
1045,2,1,1,2,1,3,0,3,3,3,3,4,0,1,3,2,3,2,1,3,2,3,5,3,4,3,4,5,4,3
1046,3,0,1,3,2,2,0,5,4,5,4,4,0,2,3,2,3,2,1,3,2,4,5,4,5,4,3,4,5,4
1047,4,0,0,3,4,1,0,3,2,4,4,4,0,4,3,2,3,2,1,2,1,4,5,4,3,4,3,5,4,3
1048,4,0,0,2,4,2,0,3,4,5,4,4,0,4,3,2,3,2,3,3,2,3,4,3,4,5,4,4,5,4
1049,4,0,1,4,4,2,1,4,2,4,2,1,0,1,3,2,3,2,1,3,2,5,4,4,5,4,3,5,4,5
1050,3,0,1,3,1,3,2,4,4,4,4,5,0,4,3,2,3,2,1,2,3,5,4,4,5,4,3,5,4,3
1051,2,0,1,3,1,2,0,5,4,4,2,3,0,1,2,2,2,2,2,2,2,5,4,2,1,1,1,1,2,2
1052,2,0,1,3,2,2,0,1,4,4,2,4,0,1,1,1,1,1,1,2,2,4,4,1,1,1,2,2,2,2
1053,2,0,1,3,1,2,0,3,3,4,3,3,0,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1054,2,0,1,4,1,2,0,1,3,4,3,3,0,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1055,3,0,1,3,2,2,0,5,4,4,2,4,0,1,2,1,2,2,2,2,2,5,4,2,2,2,2,2,2,2
1056,4,0,0,2,4,2,0,5,3,4,3,3,0,3,2,2,2,2,2,3,3,4,3,2,2,2,2,2,2,2
1057,4,0,1,3,3,4,2,1,3,4,3,3,0,4,4,4,4,4,4,2,2,4,3,2,2,2,2,2,2,2
1058,4,0,0,2,2,2,0,1,4,4,3,3,1,4,4,4,4,4,4,2,2,4,3,2,2,2,2,2,2,2
1059,3,1,1,3,1,2,0,1,3,4,2,3,0,1,1,1,1,1,1,2,2,4,5,2,2,2,2,2,2,2
1060,3,0,0,3,4,3,0,1,3,4,2,3,0,1,1,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2
1061,2,0,0,2,2,2,0,4,3,3,3,3,0,1,2,2,1,2,2,2,2,4,4,2,2,2,2,2,2,2
1062,2,0,1,3,2,2,0,4,3,3,3,3,0,1,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2
1063,2,0,0,2,2,2,0,1,3,4,2,3,0,1,1,2,2,1,2,2,2,4,4,2,2,2,2,2,2,2
1064,3,0,1,2,4,3,0,4,2,3,3,3,0,2,1,1,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1065,2,0,0,3,1,2,0,1,4,4,3,4,0,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1066,4,0,1,3,1,1,0,1,4,4,3,3,0,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1067,3,0,0,2,2,2,0,4,3,4,2,3,0,2,2,2,1,2,2,2,2,4,5,2,2,2,2,2,2,2
1068,2,0,0,2,2,2,0,1,4,4,3,2,0,4,2,2,1,2,2,2,1,4,4,2,2,2,2,2,2,2
1069,3,1,0,2,4,3,0,3,4,4,3,4,0,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1070,3,0,1,3,3,3,0,1,4,4,2,4,0,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1071,3,0,1,3,1,2,0,1,3,3,3,4,0,4,2,2,2,2,2,2,1,4,4,2,2,2,2,2,2,2
1072,3,0,1,3,2,2,0,4,4,4,2,3,0,1,1,1,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1073,3,0,0,2,2,2,0,1,4,4,3,3,0,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1074,3,0,0,2,2,2,0,4,3,4,2,3,0,1,2,1,2,2,2,2,2,4,5,1,2,2,2,2,2,2
1075,4,0,1,3,2,2,0,1,4,4,3,3,0,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1076,4,0,0,2,4,3,1,5,4,4,3,3,0,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1077,2,0,1,3,2,2,0,4,3,3,2,3,0,4,2,1,2,2,2,2,2,5,4,2,2,2,2,2,2,2
1078,2,0,1,3,2,2,1,2,4,4,2,3,0,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1079,3,1,1,2,4,3,0,3,4,4,3,4,0,1,1,1,1,1,1,2,2,4,4,2,2,2,2,2,2,2
1080,2,1,1,3,1,2,0,4,4,3,2,3,0,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1081,2,1,0,2,4,3,1,4,4,3,2,4,0,4,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1082,4,1,0,2,2,2,0,4,3,4,3,4,0,2,1,1,1,1,1,2,2,4,4,1,1,1,1,1,1,1
1083,2,1,0,2,4,3,1,5,4,3,2,4,0,3,1,1,1,1,1,2,2,4,4,2,2,2,2,2,2,2
1084,3,0,1,3,1,2,0,2,4,4,3,3,0,1,1,1,1,1,1,2,2,4,4,2,2,2,2,2,2,2
1085,2,0,1,3,1,2,0,3,4,3,2,3,0,2,1,2,2,2,2,2,1,4,4,1,2,1,2,2,2,2
1086,1,0,1,3,2,4,1,5,4,4,2,2,0,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1087,2,1,0,2,4,3,1,4,3,3,2,4,0,1,1,1,1,1,1,2,2,4,5,1,1,2,2,2,2,2
1088,3,1,0,2,4,2,0,3,4,4,3,3,0,4,1,1,2,2,2,2,2,4,5,2,2,2,2,2,2,2
1089,3,0,0,2,4,3,1,2,4,3,2,4,0,3,1,1,1,1,1,2,2,5,4,2,1,1,1,1,1,2
1090,2,0,1,2,2,2,0,4,3,4,3,4,0,1,1,1,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1091,3,0,1,2,1,2,0,2,3,4,3,2,0,1,1,1,1,1,1,2,1,5,5,1,2,2,2,1,1,1
1092,2,0,1,3,1,2,1,4,2,4,3,3,0,2,2,1,1,1,1,2,2,4,4,1,1,1,1,1,1,1
1093,4,0,0,2,3,2,1,5,3,4,3,3,0,1,1,1,1,1,1,2,2,4,4,1,1,2,2,2,2,2
1094,3,0,0,2,4,2,0,3,3,4,3,3,0,2,1,1,1,1,1,2,2,4,4,2,2,2,2,2,2,2
1095,4,0,0,2,4,3,1,1,4,4,2,2,0,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1096,1,0,1,2,4,3,1,5,3,3,2,3,0,2,1,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1097,2,0,0,2,4,3,1,1,4,4,2,4,0,1,1,1,1,1,1,2,2,4,4,2,2,2,2,2,2,2
1098,4,0,0,2,2,1,0,3,4,4,3,3,0,1,1,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1099,3,0,0,2,4,2,0,3,3,4,3,4,0,1,1,1,1,1,1,2,2,4,4,2,2,2,2,2,2,2
1100,2,0,1,2,1,1,1,4,1,3,3,1,1,2,3,3,4,3,2,3,3,2,3,3,3,2,4,4,3,5
1101,1,0,1,2,1,1,1,4,1,3,3,4,1,3,3,3,2,3,2,3,2,3,3,3,3,4,3,2,3,4
1102,2,0,0,1,2,1,1,4,1,3,3,2,1,1,4,3,4,3,3,3,3,2,3,3,4,4,4,3,4,4
1103,2,0,1,2,1,1,1,5,2,3,2,3,0,1,5,4,3,4,3,3,3,2,3,3,3,2,3,4,3,3
1104,2,0,1,2,1,2,1,5,1,2,2,1,0,4,3,2,3,2,2,2,2,3,4,3,3,4,3,3,2,3
1105,2,0,1,3,1,1,1,5,1,2,2,2,1,4,3,3,4,3,4,3,4,3,4,3,3,2,3,3,4,3
1106,1,0,1,2,1,2,1,5,1,3,1,2,1,4,5,4,3,3,2,3,3,4,3,3,3,4,3,4,5,3
1107,2,0,0,1,2,1,1,5,1,2,2,2,1,2,4,4,3,4,3,4,3,2,3,3,3,4,3,2,3,4
1108,1,0,0,1,3,2,1,4,2,3,2,2,1,3,5,4,3,4,3,4,4,3,2,3,3,4,4,4,3,4
1109,2,0,0,1,3,2,1,5,1,2,2,2,1,2,4,5,4,3,3,4,3,2,1,2,3,2,2,3,4,3
1110,2,0,1,2,1,1,1,4,1,3,1,4,1,2,4,4,3,4,4,3,4,3,2,3,3,4,3,4,2,3
1111,1,0,1,1,1,2,1,4,1,2,2,3,1,4,5,4,3,4,3,4,3,2,3,3,3,2,3,2,3,4
1112,2,0,1,2,1,1,1,5,1,3,1,1,1,1,5,4,3,4,3,4,3,2,3,3,3,4,3,2,3,4
1113,1,0,1,2,1,2,1,4,1,3,3,2,1,4,4,3,3,2,3,2,3,3,2,3,3,4,3,2,3,4
1114,2,0,1,2,3,2,1,5,1,2,2,2,1,1,4,3,4,3,3,3,3,2,3,2,3,2,3,3,2,3
1115,1,0,1,2,1,1,1,4,1,3,2,4,1,2,3,3,2,3,1,3,2,3,5,3,3,2,3,4,3,5
1116,1,0,1,2,3,2,1,5,1,3,2,4,0,4,3,3,2,2,3,3,2,3,5,3,3,3,4,4,3,5
1117,2,0,1,2,1,2,1,5,1,2,2,4,1,4,4,3,4,3,2,3,2,3,4,2,3,3,4,3,3,4
1118,2,0,1,2,4,2,1,5,1,2,2,2,0,2,5,3,3,4,3,4,3,2,3,3,3,4,3,2,3,4
1119,3,0,1,2,4,2,0,5,1,4,2,3,0,2,2,3,2,2,3,3,2,3,5,3,3,4,4,4,5,3
1120,1,0,1,3,5,2,2,4,1,2,2,2,1,1,4,3,3,2,3,2,2,3,3,3,2,3,4,3,3,4
1121,2,0,1,2,4,2,1,5,1,2,3,2,1,1,3,3,2,3,2,3,2,3,3,3,3,2,3,2,3,3
1122,2,0,1,2,1,1,1,5,2,3,2,1,1,1,5,4,3,4,2,5,4,1,1,2,3,2,1,3,4,4
1123,1,0,1,2,5,4,1,4,1,2,2,4,1,4,4,3,4,3,2,4,3,2,3,3,3,4,3,4,3,3
1124,1,0,1,2,2,2,1,5,1,3,2,4,1,3,4,3,3,2,3,3,3,2,3,2,3,4,3,4,2,2
