Sample,Safety perception (y),Gender,Maritial status,Age,Educational level,Monthly house hold income,Vehicle ownership,Purpose of using the crossing,How much time do you typically wait at the zebra crossing,Are you aware of zebra crossing signs,Did you ever crossed road without using a zebra crossing,Should pedestrians attend road safety educational programmes,Have you done any road safety educational programme?,Safety at the crossing Prefrence,Pedestrian carelessness.,Driver inattentiveness,Pedestrian unawareness,Aggressive driver behaviour,Faded road signs.,Peak hour increases pedestrian accidents.,Fast moving vehicle increases pedestrian accidents.,Driver should always allow pedestrians to enter the intersection.,Strict application of law on vehicles makes you safe at zebra crossing.,Rumble strips and cat eyes before zebra crossing,Presence of a mid block,three dimesional,Refuge Island at a median,Curb Extension with raised zebra crossing,Non  skid footpath tiles,Sign board at 20 to 100 meters
1313,3,0,0,2,3,2,1,5,4,5,3,4,0,4,3,2,1,2,1,2,1,4,5,3,4,5,4,5,4,5
1314,3,0,1,2,4,2,1,4,3,4,2,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1315,3,0,0,2,2,3,1,4,2,5,3,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1316,3,0,0,2,3,2,2,4,2,3,3,2,1,1,3,3,2,3,3,2,1,4,5,4,3,4,3,5,3,4
1317,3,0,0,2,3,2,2,4,4,5,3,2,1,1,3,2,1,3,2,3,2,5,4,4,5,4,5,4,5,4
1318,3,0,0,2,2,2,1,4,2,3,3,2,1,1,3,2,1,2,1,2,1,4,5,4,5,4,5,4,5,4
1319,2,1,0,2,2,2,0,4,3,5,3,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1320,3,0,1,2,4,3,1,3,4,5,3,2,0,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1321,3,0,1,2,4,2,1,2,4,5,3,2,1,1,3,2,1,2,1,2,1,4,5,4,5,4,5,4,5,4
1322,3,0,0,2,2,3,2,4,3,3,3,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1323,3,0,0,2,2,2,1,4,2,3,3,2,1,1,3,2,1,2,1,2,1,4,5,4,5,4,5,4,5,4
1324,3,1,0,2,2,3,2,4,2,4,4,2,1,3,2,1,2,1,2,2,1,4,5,4,5,4,5,3,3,4
1325,3,0,0,2,4,2,1,4,3,4,3,2,1,1,1,2,1,2,1,2,1,4,5,4,5,4,3,4,5,4
1326,2,0,1,2,2,3,1,3,3,4,2,2,0,1,3,2,1,3,2,2,1,4,5,4,5,4,5,4,5,4
1327,3,0,1,2,4,2,0,4,3,5,3,2,0,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1328,3,0,0,2,2,2,2,4,3,4,2,2,1,1,1,2,1,2,1,2,1,4,5,5,4,5,4,5,4,5
1329,3,0,0,2,2,3,1,4,2,3,3,2,1,1,2,1,2,1,2,2,1,4,3,4,5,3,4,5,4,3
1330,3,0,0,2,4,3,1,3,3,5,4,2,0,1,2,1,2,1,2,2,1,4,5,5,4,2,4,5,4,5
1331,3,1,0,2,3,3,2,4,3,4,2,2,1,4,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1332,3,0,0,2,4,3,1,2,1,5,4,4,1,3,3,2,2,2,2,2,2,4,4,4,5,2,3,4,4,4
1333,3,0,0,2,2,2,1,4,3,4,4,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1334,3,1,0,2,4,3,2,4,2,3,3,2,1,3,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1335,4,0,0,2,2,2,1,3,3,4,4,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1336,3,0,0,2,2,3,2,4,2,3,3,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,3,4,5
1337,3,0,0,2,2,2,1,4,3,5,3,2,1,1,2,1,2,1,2,2,1,4,5,5,4,5,4,5,4,5
1338,3,1,0,2,2,3,2,4,2,3,3,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1339,4,0,1,2,4,1,1,4,3,4,4,2,1,1,2,1,2,1,2,2,1,4,5,4,3,4,3,4,4,5
1340,3,0,0,3,2,2,0,3,3,4,4,2,1,1,2,1,2,1,2,2,1,4,5,5,4,5,3,5,4,5
1341,2,0,0,2,2,3,1,3,3,4,4,2,1,1,3,2,1,3,2,3,2,5,4,3,4,5,4,5,4,5
1342,3,0,0,2,2,3,2,4,2,3,3,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,3,4,5,4
1343,3,0,0,2,3,2,2,4,2,4,4,2,1,1,3,2,1,2,1,2,1,4,5,4,5,4,5,4,5,4
1344,3,0,0,2,2,2,2,4,2,5,2,2,0,1,1,2,1,2,1,2,1,4,5,4,5,4,5,4,5,4
1345,3,0,0,2,3,2,2,4,3,4,4,2,0,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1346,3,0,0,2,3,2,2,4,2,3,3,2,1,1,3,2,1,3,2,2,1,4,5,4,5,4,5,4,5,4
1347,3,0,0,2,3,2,2,4,2,5,3,2,1,1,2,1,2,1,2,3,2,5,4,3,4,4,5,4,3,4
1348,3,0,0,2,2,2,2,4,2,3,3,2,0,1,3,2,1,3,2,3,2,5,4,3,4,4,3,4,5,4
1349,4,0,1,2,3,2,0,3,4,4,4,2,0,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1350,2,0,0,2,2,2,1,3,3,5,3,2,0,3,2,1,2,1,2,3,2,3,4,5,4,5,4,5,4,5
1351,3,0,0,2,2,2,1,3,4,5,5,2,0,1,2,1,2,1,2,2,1,4,5,5,4,5,4,5,4,5
1352,3,0,0,2,2,3,1,4,3,4,3,2,1,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,5
1353,3,0,1,2,2,3,1,4,3,4,4,2,0,1,2,1,2,1,2,2,1,4,5,5,5,5,5,5,5,5
1354,3,1,0,2,1,2,1,4,2,5,3,2,0,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1355,2,0,1,3,5,3,0,3,2,5,3,4,0,1,4,4,3,2,1,1,4,3,4,5,4,5,4,5,4,5
1356,2,0,1,2,4,2,1,3,2,4,3,4,1,1,2,1,2,1,2,2,1,4,5,5,3,5,3,4,4,5
1357,3,0,0,2,2,2,2,4,2,5,4,2,1,1,1,2,1,2,2,2,1,4,5,4,5,4,5,4,5,4
1358,3,0,1,2,4,2,0,3,4,5,3,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1359,3,0,1,2,2,3,2,4,3,5,3,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1360,2,0,0,2,2,2,1,4,3,4,2,2,1,1,3,2,1,2,1,2,1,4,5,4,5,4,5,4,5,4
1361,3,0,0,2,2,2,2,4,2,3,3,2,1,1,2,1,2,1,2,2,1,4,5,3,4,4,5,4,5,4
1362,3,0,0,3,1,2,0,4,3,4,2,2,1,1,2,1,2,1,2,3,2,3,4,5,4,5,4,5,4,4
1363,3,0,0,2,2,3,1,4,2,3,3,2,1,1,2,1,2,1,2,3,2,3,4,5,4,5,4,5,4,5
1364,3,0,0,2,2,2,1,4,2,4,2,2,0,1,2,1,2,1,2,2,1,4,5,4,5,4,5,3,4,5
1365,2,0,1,2,5,4,2,4,3,5,3,3,0,1,4,4,2,4,2,3,1,3,5,4,3,2,3,3,2,5
1366,3,1,1,2,2,2,2,4,2,5,3,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1367,3,0,0,2,3,2,2,4,4,5,3,2,1,1,3,2,1,2,1,2,1,4,5,4,5,4,5,4,5,4
1368,3,0,0,2,2,2,2,4,2,3,3,2,0,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1369,3,0,0,2,2,2,2,4,2,3,3,2,1,1,2,1,2,1,2,2,1,4,5,5,4,5,4,5,5,4
1370,2,0,0,2,2,3,1,3,3,4,2,2,1,1,3,2,3,2,1,2,1,4,5,4,5,4,5,4,5,3
1371,3,0,1,2,4,2,0,4,2,3,3,2,0,1,2,1,2,1,2,2,1,4,5,5,4,5,4,5,4,5
1372,2,1,1,2,5,3,2,3,3,3,3,4,0,1,3,3,2,2,1,4,4,3,4,4,4,4,5,5,5,5
1373,4,0,0,2,1,2,0,3,2,4,4,2,1,1,2,1,2,1,2,2,1,4,5,5,5,5,5,5,5,5
1374,3,0,1,2,4,1,0,4,3,3,3,2,0,1,2,2,3,2,3,2,1,4,4,4,4,5,4,5,3,4
1375,3,0,0,2,2,3,1,4,2,4,3,4,1,1,5,3,2,5,4,2,2,3,4,3,3,3,5,4,5,4
1376,4,0,1,2,4,1,0,5,2,4,4,2,0,1,3,2,3,2,1,2,2,5,5,4,3,4,4,5,4,4
1377,2,1,0,2,5,3,1,5,1,3,1,4,1,4,4,3,3,2,3,3,3,4,3,3,3,2,3,4,3,4
1378,2,1,1,2,5,2,2,5,2,3,1,2,1,4,4,3,3,2,3,3,3,2,3,4,4,4,3,4,3,4
1379,3,0,1,2,5,3,0,3,1,5,2,2,0,4,2,2,2,2,2,5,4,3,2,3,3,4,3,5,2,4
1380,1,0,1,2,4,3,1,5,1,3,2,2,1,4,2,2,3,2,2,4,4,3,2,3,3,2,3,4,3,4
1381,1,1,0,1,4,2,1,4,1,3,2,2,1,2,3,3,2,3,2,2,2,3,2,3,3,4,3,4,3,4
1382,1,0,0,2,5,3,1,4,1,3,1,2,1,2,3,3,2,3,2,3,2,3,3,3,3,4,4,3,2,2
1383,4,1,1,2,4,5,0,5,1,5,2,2,0,2,2,2,2,3,3,4,3,4,2,3,2,4,3,3,4,2
1384,2,1,0,2,4,3,1,4,2,2,2,2,1,2,3,3,2,4,5,5,4,2,3,3,3,2,3,4,3,4
1385,2,0,1,2,4,4,1,2,1,4,1,2,0,2,2,2,3,2,2,4,3,2,4,4,4,3,4,3,4,3
1386,2,0,0,2,4,3,1,4,1,3,2,2,1,4,5,4,4,3,3,2,3,3,3,3,3,4,3,3,2,3
1387,1,0,0,2,5,3,1,5,1,2,2,3,1,3,3,3,2,3,4,4,4,3,4,3,3,4,5,4,3,3
1388,1,1,0,2,4,3,1,5,1,3,2,2,1,2,4,4,3,3,4,3,3,4,3,3,3,2,2,3,4,3
1389,2,1,0,2,4,3,1,5,1,3,2,2,1,2,4,3,3,4,3,3,3,3,3,2,2,3,4,3,4,4
1390,1,1,0,2,4,3,2,5,1,2,2,2,1,2,4,4,3,3,2,3,3,4,3,3,3,4,3,3,2,3
1391,1,1,1,2,4,3,0,5,1,4,2,4,0,4,2,1,3,1,2,2,2,3,4,4,3,2,3,2,3,3
1392,2,0,0,2,4,2,2,5,1,3,3,2,1,2,5,4,3,4,2,3,4,3,4,3,3,4,3,2,3,4
1393,1,1,0,2,4,3,1,4,1,3,3,2,1,4,3,3,2,3,3,3,3,4,3,2,2,3,3,4,3,2
1394,1,1,0,2,5,3,1,4,1,2,2,2,1,1,5,4,4,3,4,4,3,3,4,3,4,3,4,3,3,4
1395,2,0,1,2,4,3,0,4,2,4,2,2,0,4,2,3,2,4,2,2,2,4,3,2,3,2,3,4,3,4
1396,4,0,1,2,4,3,0,5,1,5,2,2,0,2,2,1,1,2,1,4,3,2,4,2,3,4,3,2,3,4
1397,2,1,0,2,5,2,1,4,1,3,2,3,1,4,4,3,2,2,2,2,3,4,3,3,3,4,3,2,3,4
1398,2,0,0,2,5,4,2,4,1,3,2,2,1,2,3,3,4,3,2,3,3,2,3,3,3,4,3,4,3,3
1399,2,0,0,2,4,3,1,5,1,2,2,2,1,2,2,3,3,2,3,3,3,2,3,3,2,3,3,4,3,3
1400,2,0,0,4,4,3,1,4,1,2,2,2,1,4,4,4,3,4,3,3,3,4,3,3,2,3,3,4,3,3
1401,1,1,0,2,4,2,1,4,1,2,2,2,1,2,3,3,4,3,4,3,3,4,3,3,3,4,2,4,4,5
1402,2,0,0,2,2,2,0,2,2,3,1,2,1,2,4,4,3,2,3,3,3,4,3,3,3,4,3,2,3,4
1403,2,0,1,2,4,1,1,3,1,3,3,2,0,1,2,2,3,2,1,3,4,3,4,2,3,4,3,2,3,4
1404,1,1,0,2,5,3,1,5,1,2,2,2,1,1,4,3,2,3,2,3,3,4,2,3,4,4,3,4,5,4
1405,1,0,0,2,4,2,1,4,2,3,2,2,1,2,4,3,3,2,3,3,3,2,3,3,3,2,3,2,3,4
1406,3,0,0,2,3,2,1,5,2,3,3,2,0,1,3,3,3,3,3,4,4,2,2,4,4,4,5,5,4,4
1407,2,0,1,2,2,1,0,3,1,4,3,2,0,1,4,3,4,3,2,4,3,2,3,3,3,4,3,2,2,3
1408,4,1,1,2,4,2,0,2,2,4,3,2,0,2,3,3,4,3,2,4,3,2,4,2,3,2,2,3,3,4
1409,2,0,1,2,4,3,1,2,2,5,4,4,0,1,1,3,2,2,2,2,2,2,3,2,3,4,3,4,3,4
1410,1,1,1,2,4,4,0,1,2,4,2,2,1,4,3,2,3,3,3,4,3,2,3,3,2,3,2,3,3,4
1411,4,0,1,2,5,3,1,2,2,5,3,2,0,1,2,2,2,4,2,2,2,4,3,4,3,2,3,4,3,4
1412,1,0,1,2,4,1,0,3,1,3,2,2,0,3,2,2,2,2,2,4,3,2,3,4,3,3,2,3,3,4
1413,1,0,0,2,2,2,1,4,1,3,2,2,1,1,4,3,4,3,2,3,3,3,4,3,2,3,4,3,4,4
1414,3,0,0,2,4,3,1,4,1,3,2,2,1,4,3,4,2,3,3,3,4,3,3,2,3,3,3,4,3,4
1415,4,0,1,2,4,2,0,3,1,4,3,2,0,4,2,3,3,2,4,4,4,3,2,2,2,3,3,4,3,3
1416,1,1,0,2,4,4,1,5,1,3,2,2,1,2,4,4,5,4,3,3,3,4,2,2,2,3,3,4,4,5
1417,1,0,0,2,1,4,1,5,1,2,3,2,1,3,4,3,3,2,3,3,3,2,3,4,3,3,4,3,2,3
1418,2,0,0,2,4,2,1,5,1,3,3,2,1,1,3,2,3,3,2,3,4,3,3,3,2,3,3,4,3,4
1419,2,0,0,2,2,2,1,4,1,3,2,3,1,2,2,2,3,2,3,3,3,4,3,3,2,3,3,4,3,4
1420,2,0,0,2,3,3,1,5,1,2,2,4,1,4,3,4,3,3,2,3,3,4,3,3,3,2,3,3,4,3
1421,1,1,0,2,4,2,1,5,1,2,2,3,1,2,4,4,3,3,2,3,3,4,3,3,3,2,3,2,3,4
1422,1,1,0,2,4,2,1,5,1,2,2,3,1,4,3,3,2,3,2,3,3,4,3,3,4,4,5,4,3,4
1423,1,0,0,2,1,2,1,5,1,2,2,2,1,3,2,3,2,1,3,4,3,4,2,2,3,4,4,4,5,5
1424,2,1,0,3,1,2,0,3,1,3,2,3,1,2,2,3,4,3,3,3,3,2,3,3,3,4,3,2,3,3
1425,1,1,0,2,4,3,2,4,1,3,3,2,1,2,3,3,2,3,3,3,3,2,3,3,4,3,4,3,2,3
1426,1,0,0,2,4,3,1,4,1,3,3,2,1,4,4,3,4,4,5,4,3,4,3,3,3,4,3,3,4,4
1427,2,1,0,2,5,3,2,5,1,2,2,2,1,2,3,3,2,3,2,3,2,4,3,3,2,3,2,3,4,5
1428,2,0,0,2,5,4,2,5,2,3,2,2,1,2,3,3,4,2,3,3,3,4,2,2,3,3,2,3,4,3
1429,2,0,0,2,4,3,1,5,1,3,1,3,1,2,4,4,3,3,4,3,3,4,3,3,3,4,3,2,3,4
1430,1,0,0,2,4,2,1,4,1,3,2,4,1,2,4,4,3,4,3,4,4,3,2,3,2,3,2,3,3,4
1431,4,0,1,2,4,4,1,2,1,4,2,2,0,1,2,2,2,2,2,4,4,3,3,3,3,2,3,2,4,4
1432,3,1,1,2,3,2,0,2,2,4,2,3,0,1,3,2,1,2,3,3,2,3,4,4,5,4,3,4,5,4
1433,5,1,0,3,4,3,0,2,5,3,3,1,0,4,3,2,1,2,3,3,2,3,4,4,3,4,5,4,3,4
1434,3,1,1,2,5,5,2,2,4,5,3,3,0,4,2,2,3,3,2,1,2,4,3,3,4,5,4,3,4,3
1435,2,1,0,2,4,2,1,4,1,3,2,2,1,4,4,3,3,4,3,3,3,2,3,3,3,2,3,3,2,4
1436,3,0,1,2,4,2,1,2,1,4,4,3,0,3,3,2,3,2,2,3,2,3,4,3,4,3,4,5,4,4
1437,1,0,0,2,4,2,1,4,1,3,3,1,1,4,4,3,4,5,3,3,4,3,2,2,3,2,3,4,2,4
1438,1,0,0,2,5,2,1,4,1,3,2,2,1,3,3,4,3,2,3,3,3,4,3,2,3,2,3,4,3,2
1439,3,0,1,2,1,1,0,3,2,4,3,4,0,2,2,1,2,1,2,2,1,4,4,5,4,3,4,4,3,4
1440,2,0,1,2,4,2,0,3,3,4,2,5,0,2,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1441,2,0,0,2,2,2,0,3,2,4,2,5,0,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1442,3,0,1,2,5,3,0,3,2,4,3,5,0,1,2,1,2,2,1,2,1,4,5,5,4,5,3,4,4,3
1443,4,0,1,2,3,2,0,3,2,4,3,4,0,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1444,2,0,1,2,4,2,0,3,2,4,3,5,0,1,1,1,1,2,1,2,1,4,5,4,5,4,5,4,5,4
1445,2,0,1,2,2,2,0,3,3,4,3,5,0,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,4,5
1446,3,0,0,3,2,2,0,3,2,4,2,5,0,1,2,1,1,1,2,2,1,4,5,4,5,5,5,5,4,5
1447,3,0,0,3,2,2,0,3,3,4,3,5,0,2,1,2,1,2,1,2,2,5,4,5,4,5,4,5,4,5
1448,3,0,1,2,3,2,0,3,3,4,3,5,0,1,2,1,2,1,1,1,2,5,4,5,4,5,4,3,4,5
1449,3,0,1,2,2,2,0,3,2,4,3,4,0,1,2,1,2,1,2,3,2,5,4,4,5,4,4,4,4,5
1450,2,0,1,2,2,2,0,3,3,3,3,4,1,2,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1451,3,0,0,3,4,2,0,3,2,4,2,4,0,1,1,2,1,3,2,1,2,3,4,4,4,3,4,3,4,3
1452,3,0,1,2,4,2,0,3,3,4,3,5,0,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1453,3,0,1,2,4,2,0,3,2,4,3,4,1,1,2,1,2,1,2,2,1,4,5,5,4,5,4,5,4,4
1454,3,0,0,2,3,2,0,3,2,3,3,4,0,2,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,5
1455,3,0,0,3,3,2,1,3,2,3,3,3,0,1,2,1,2,1,2,2,3,4,4,4,5,4,5,4,5,4
1456,3,0,1,2,2,2,1,3,3,4,3,4,0,2,2,1,2,2,2,2,2,3,4,4,3,4,4,4,4,4
1457,2,0,0,3,4,3,0,4,3,3,3,3,0,2,2,1,2,1,2,1,2,5,4,5,4,5,3,4,5,4
1458,3,1,1,2,4,3,0,3,2,4,3,5,0,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1459,3,1,1,1,4,1,0,3,3,4,3,5,0,1,2,3,2,2,2,1,2,5,4,5,4,5,3,4,5,4
1460,4,0,0,2,5,2,0,3,3,4,3,5,0,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1461,3,0,1,2,4,2,0,3,2,4,2,5,0,1,2,1,2,1,2,1,2,5,4,5,4,5,5,4,5,5
1462,4,0,1,2,3,3,0,3,4,5,3,4,0,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,5
1463,1,0,1,2,5,5,0,3,3,4,3,5,0,1,2,1,1,2,2,2,1,3,4,4,5,4,5,4,4,4
1464,3,0,0,3,3,2,0,3,3,4,3,4,0,1,2,1,2,2,2,2,1,4,5,4,4,4,3,4,5,5
1465,2,0,0,3,2,2,0,3,3,5,3,5,0,1,2,1,2,1,2,1,2,5,4,4,5,4,5,4,3,3
1466,3,0,1,2,2,2,0,3,2,4,2,4,0,1,2,1,2,1,2,1,2,5,4,5,4,3,4,3,4,4
1467,3,0,1,2,3,1,0,3,3,4,3,5,0,1,2,2,2,1,2,2,1,4,4,4,5,5,3,5,4,4
1468,4,0,0,2,5,3,1,3,2,4,3,5,0,1,2,1,2,1,2,1,1,3,5,5,4,3,4,4,5,4
1469,3,0,1,2,3,2,0,3,3,4,3,5,0,1,2,1,2,2,1,2,1,4,5,4,5,4,5,4,3,3
1470,3,0,0,3,4,3,1,3,2,3,3,5,0,1,2,1,2,2,1,1,2,5,4,4,4,5,3,4,5,4
1471,3,0,1,2,3,2,1,3,2,4,2,5,0,1,2,2,1,2,2,2,1,4,5,4,4,4,5,4,3,3
1472,3,0,0,3,3,5,2,3,3,3,3,5,0,2,2,1,2,1,2,1,2,5,4,5,4,4,5,4,4,4
1473,3,0,1,2,2,2,0,3,3,4,2,5,0,2,2,1,2,2,2,1,2,5,4,4,5,4,5,4,5,4
1474,3,0,1,2,2,1,0,3,3,4,2,5,0,1,2,1,2,1,2,2,2,3,4,4,5,4,5,4,3,4
1475,3,0,0,3,3,2,2,3,4,3,3,4,0,1,2,3,2,1,2,2,1,4,4,5,4,4,5,4,3,3
1476,3,0,1,2,3,2,0,3,3,4,2,5,0,1,2,1,2,1,2,1,2,4,5,4,5,4,5,3,4,4
1477,2,0,0,2,3,2,0,3,3,4,3,4,0,1,2,2,3,2,2,2,1,4,4,4,5,4,5,4,5,4
1478,3,0,1,2,3,2,0,3,4,3,3,4,0,2,3,2,3,2,1,2,1,4,5,4,5,4,3,4,3,3
1479,3,0,1,2,2,2,0,3,3,4,2,5,0,1,2,1,2,1,2,1,2,4,5,4,5,4,5,4,5,4
1480,3,1,1,2,3,2,0,3,3,4,3,5,0,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
1481,4,0,0,3,3,2,0,3,3,4,3,5,0,2,2,3,2,3,2,2,3,3,4,4,3,3,4,4,5,4
1482,3,0,1,2,2,3,0,3,3,4,3,5,0,2,2,1,2,2,2,2,1,3,4,5,4,3,4,3,3,3
1483,3,0,1,2,2,2,0,3,2,3,3,5,0,2,2,2,2,3,2,2,1,4,4,4,5,4,4,4,4,4
1484,4,1,1,2,2,2,0,3,3,4,3,5,0,2,2,1,2,3,2,1,2,5,4,4,5,4,5,4,4,4
1485,3,0,1,2,2,2,0,3,2,4,3,5,0,1,2,2,2,2,1,2,2,5,4,4,5,4,5,4,4,3
1486,3,0,1,2,2,2,0,3,2,3,3,5,0,1,2,1,2,1,2,2,1,4,4,5,4,3,4,4,3,4
1487,3,0,1,2,2,2,0,3,3,4,3,4,0,1,2,2,1,2,1,2,1,4,5,4,5,4,5,4,5,4
1488,3,0,0,2,2,2,0,3,3,4,3,5,0,2,2,2,1,2,2,2,1,4,5,4,5,4,5,4,5,4
1489,3,0,1,2,3,2,0,3,3,4,3,5,0,2,1,2,2,3,2,1,2,4,4,4,3,3,4,5,4,4
1490,2,0,1,2,2,2,0,3,3,4,2,5,0,1,2,2,3,2,3,2,3,4,4,4,5,4,5,4,4,4
1491,3,0,1,2,2,2,0,3,3,3,3,5,0,2,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,4
1492,2,0,1,2,2,3,1,3,3,4,3,5,0,2,2,3,2,3,2,2,3,4,5,4,5,4,3,4,4,4
1493,2,0,0,2,2,1,0,3,3,4,3,4,0,1,1,1,2,1,1,2,1,4,5,4,4,5,4,4,4,4
1494,2,1,1,2,5,2,0,3,2,4,2,5,0,1,2,1,2,1,2,2,1,4,5,4,5,4,4,5,4,4
1495,2,0,1,2,4,2,1,3,3,4,3,5,0,1,3,1,2,1,2,2,3,4,3,4,5,4,4,5,4,3
1496,1,0,1,2,4,5,1,3,2,4,2,5,0,2,2,4,3,2,3,2,2,5,4,4,5,4,4,5,4,4
1497,1,0,1,2,5,2,1,2,1,3,3,5,0,1,2,2,2,2,1,2,2,4,4,4,2,5,4,5,4,3
1498,4,0,1,2,4,3,0,3,3,3,3,5,0,4,1,3,1,1,3,2,1,3,5,5,5,5,5,5,5,5
1499,4,0,1,2,4,3,0,3,3,4,3,5,0,1,3,3,2,2,1,2,1,4,5,4,5,4,5,4,5,4
1500,4,0,0,3,3,2,0,3,3,4,3,5,0,1,2,3,2,3,2,3,2,3,4,3,4,4,4,4,4,4
